Windspeed (m/s), Pitch, Voltage (V), Current (A), Power (W), RPM, R Load (Ohms), Resistance (ohm)
10.00,1450.00,2.32,-0.00,0.00,0.00,5.00,-1.00
10.00,1450.00,2.25,-0.00,0.01,0.00,5.00,-1.00
10.00,1450.00,2.26,-0.00,0.01,0.00,5.00,-1.00
10.00,1100.00,1.93,-0.00,0.01,0.00,8.00,-1.00
10.00,1100.00,3.34,-0.00,0.00,0.00,8.00,-1.00
10.00,1100.00,11.37,-0.00,0.04,0.00,8.00,-1.00
10.00,1100.00,13.26,-0.00,0.05,0.00,8.00,-1.00
10.00,1100.00,11.95,-0.00,0.01,0.00,8.00,-1.00
10.00,1100.00,11.95,-0.00,0.04,0.00,8.00,-1.00
10.00,1100.00,11.13,-0.00,0.03,0.00,8.00,-1.00
10.00,1100.00,12.76,-0.00,0.05,0.00,8.00,-1.00
10.00,1100.00,10.61,-0.00,0.01,0.00,8.00,-1.00
10.00,1100.00,11.60,-0.00,0.04,0.00,8.00,-1.00
10.00,1100.00,10.09,-0.00,0.04,0.00,8.00,-1.00
10.00,1100.00,10.64,-0.00,0.03,0.00,8.00,-1.00
10.00,1100.00,11.22,-0.00,0.01,0.00,8.00,-1.00
10.00,1100.00,10.54,-0.00,0.03,0.00,8.00,-1.00
10.00,1100.00,10.36,-0.00,0.05,0.00,8.00,-1.00
10.00,1100.00,9.68,-0.00,0.05,0.00,8.00,-1.00
10.00,1100.00,10.37,-0.00,0.04,0.00,8.00,-1.00
10.00,1100.00,10.26,-0.00,0.04,0.00,8.00,-1.00
10.00,1100.00,9.98,-0.00,0.04,0.00,8.00,-1.00
10.00,1150.00,5.27,-0.00,0.01,0.00,8.00,-1.00
10.00,1150.00,3.47,-0.00,4294967.50,0.00,8.00,-1.00
10.00,1150.00,3.23,-0.00,0.01,0.00,8.00,-1.00
10.00,1150.00,3.15,-0.00,0.01,0.00,8.00,-1.00
10.00,1150.00,3.23,-0.00,0.01,0.00,8.00,-1.00
10.00,1150.00,3.15,-0.00,0.01,0.00,8.00,-1.00
10.00,1150.00,3.30,-0.00,0.01,0.00,8.00,-1.00
10.00,1150.00,3.17,-0.00,0.01,0.00,8.00,-1.00
10.00,1150.00,3.23,-0.00,0.01,0.00,8.00,-1.00
10.00,1150.00,2.94,-0.00,0.01,0.00,8.00,-1.00
10.00,1150.00,2.84,-0.00,0.01,0.00,8.00,-1.00
10.00,1150.00,2.90,-0.00,0.01,0.00,8.00,-1.00
10.00,1150.00,2.66,-0.00,0.01,0.00,8.00,-1.00
10.00,1150.00,2.59,-0.00,0.01,0.00,8.00,-1.00
10.00,1150.00,2.88,-0.00,0.01,0.00,8.00,-1.00
10.00,1150.00,2.72,-0.00,0.01,0.00,8.00,-1.00
10.00,1150.00,2.90,-0.00,0.01,0.00,8.00,-1.00
10.00,1150.00,1.92,-0.00,0.01,0.00,8.00,-1.00
10.00,1150.00,1.34,-0.00,0.00,0.00,8.00,-1.00
10.00,1200.00,1.39,-0.00,0.00,0.00,8.00,-1.00
10.00,1200.00,0.99,-0.00,0.00,0.00,8.00,-1.00
10.00,1200.00,0.72,-0.00,0.00,0.00,8.00,-1.00
10.00,1200.00,0.54,-0.00,0.00,0.00,8.00,-1.00
10.00,1200.00,0.41,-0.00,0.00,0.00,8.00,-1.00
10.00,1200.00,0.32,-0.00,0.00,0.00,8.00,-1.00
10.00,1200.00,0.26,-0.00,0.00,0.00,8.00,-1.00
10.00,1200.00,0.22,-0.00,0.00,0.00,8.00,-1.00
10.00,1200.00,0.18,-0.00,0.00,0.00,8.00,-1.00
10.00,1200.00,0.15,-0.00,0.00,0.00,8.00,-1.00
10.00,1200.00,0.14,-0.00,0.00,0.00,8.00,-1.00
10.00,1200.00,0.00,-0.00,0.00,0.00,8.00,-1.00
10.00,1200.00,0.00,-0.00,0.00,0.00,8.00,-1.00
10.00,1200.00,0.00,-0.00,0.00,0.00,8.00,-1.00
10.00,1200.00,0.00,-0.00,0.00,0.00,8.00,-1.00
10.00,1200.00,0.00,-0.00,0.00,0.00,8.00,-1.00
10.00,1200.00,3.24,0.31,1.01,0.00,8.00,10.44
10.00,1200.00,3.24,0.31,1.01,0.00,8.00,10.36
10.00,1200.00,3.24,0.31,1.01,0.00,8.00,10.41
10.00,1250.00,3.23,0.31,1.01,0.00,8.00,10.44
10.00,1250.00,3.24,0.31,1.00,0.00,8.00,10.44
10.00,1250.00,3.24,0.31,1.00,0.00,8.00,10.36
10.00,1250.00,3.24,0.31,1.00,0.00,8.00,10.44
10.00,1250.00,3.23,0.31,1.01,0.00,8.00,10.39
10.00,1250.00,3.24,0.31,1.00,0.00,8.00,10.45
10.00,1250.00,3.23,0.31,1.01,0.00,8.00,10.38
10.00,1250.00,3.67,0.35,1.31,0.00,8.00,10.39
10.00,1250.00,3.68,0.35,1.29,0.00,8.00,10.44
10.00,1250.00,3.67,0.35,1.29,0.00,8.00,10.45
10.00,1250.00,3.66,0.35,1.29,0.00,8.00,10.41
10.00,1250.00,3.65,0.35,1.28,0.00,8.00,10.43
10.00,1250.00,3.89,0.37,1.45,0.00,8.00,10.43
10.00,1250.00,4.22,0.41,1.72,0.00,8.00,10.43
10.00,1250.00,4.67,0.45,2.10,0.00,8.00,10.41
10.00,1250.00,4.65,0.45,2.07,0.00,8.00,10.42
10.00,1250.00,4.65,0.45,2.07,0.00,8.00,10.41
10.00,1250.00,4.65,0.44,2.07,0.00,8.00,10.45
10.00,1250.00,4.66,0.45,2.09,0.00,8.00,10.41
10.00,1250.00,5.07,0.49,2.48,0.00,8.00,10.38
10.00,1300.00,5.56,0.54,2.98,0.00,8.00,10.38
10.00,1300.00,6.21,0.60,3.71,0.00,8.00,10.40
10.00,1300.00,7.03,-0.00,4294967.50,0.00,8.00,-1.00
10.00,1300.00,5368709.00,-0.00,4294967.50,0.00,8.00,-1.00
